Term|Code|Preferred|PreferredTerm|Kind
antitragus|TXY140|V|antitragus|0
antracose|M55770|V|antracose|2
antracosilicose|M55780|V|antracosilicose|2
antrale intestinale metaplasie|M73320||intestinale metaplasie|2
antrum maag|T63600|V|antrum maag|0
antrum maag slijmvlies|T63610||slijmvlies antrum maag|0
antrum pylori|T63600||antrum maag|0
anurie|F66105|V|anurie|2
anus|T69000|V|anus|0
anus praeter|T67000M18800|V|anus praeter|6
anusmucosa|T69110||slijmvlies anale kanaal|0
anussfincter|T14330|V|anussfincter|0
anusslijmvlies|T69110||slijmvlies anale kanaal|0
aorta|T42000|V|aorta|0
aorta abdominalis|T42500|V|aorta abdominalis|0
aorta ascendens|T42100|V|aorta ascendens|0
aorta descendens|T42400||aorta thoracalis|0
aorta preductaal|T42410|V|aorta preductaal|0
aorta thoracalis|T42400|V|aorta thoracalis|0
aortabifurcatie prothese|T42500M30520F01050|V|aortabifurcatie prothese|2
aortaboog|T42300|V|aortaboog|0
aortaklep|T39000|V|aortaklep|0
apex cordis|T32040||hartpunt|0
apex kies|T54041||apex tand|0
apex long|T28110||longtop|0
apex tand|T54041|V|apex tand|0
aphakie|TXX700P11100|V|aphakie|6
apicaal granuloom|T54040M43070|V|apicaal granuloom|6
aplasie|M75400|V|aplasie|2
aplastische anemie|D40310|V|aplastische anemie|2
apnoe|F75605|V|apnoe|2
apocrien adenocarcinoom|M84013||apocrien carcinoom|2
apocrien adenoom|M84010|V|apocrien adenoom|2
apocrien carcinoom|M84013|V|apocrien carcinoom|2
apocrien cystadenoom|M84010||apocrien adenoom|2
apocrien fibroadenoom|M90170|V|apocrien fibroadenoom|2
apocrien hidrocystoom|M84040||hidrocystoom|2
apocriene cyste|M84040||hidrocystoom|2
apocriene metaplasie|M73310|V|apocriene metaplasie|2
apocriene zweetklier|T01320||zweetklier|0
aponeurose|T18030|V|aponeurose|0
aponeurosis palmaris|T18840||fascia palmaris|0
aponeurosis plantaris|T18950||fascia plantaris|0
apoplexie|D89030||cerebrovasculair accident|2
apoptose|M54010|V|apoptose|2
appendectomie|T66000P11100|V|appendectomie|6
appendicitis|T66000M40000|V|appendicitis|6
appendicitis acuta|T66000M41000||acute appendicitis|6
appendiculaire mucineuze neoplasie|M84801||laaggradige appendiculaire mucineuze neoplasie|2
appendix|T66000|V|appendix|0
appendix epididymis|T79180||appendix testis|0
appendix epiploica|T67060|V|appendix epiploica|0
appendix met ontstekingsrest|T66000M40009F01100|V|appendix met ontstekingsrest|2
appendix testis|T79180|V|appendix testis|0
appendix vermiformis|T66000||appendix|0
aquaductus|TX1800|V|aquaductus|0
arachnodactylie|M20640|V|arachnodactylie|2
arachnoid|TX1320||arachnoidea|0
arachnoidaal|TX1320||arachnoidea|0
arachnoidale ruimte ruggenmerg|TX1590|V|arachnoidale ruimte ruggenmerg|0
arachnoidea|TX1320|V|arachnoidea|0
arachnoidea ruggenmerg|TX1330|V|arachnoidea ruggenmerg|0
arachnoidea spinalis|TX1330||arachnoidea ruggenmerg|0
areola mammae|T04200||tepelhof|0
argentaffiene cel duodenum|T64140|V|argentaffiene cel duodenum|0
argentaffiene cel maag|T63090|V|argentaffiene cel maag|0
argentaffinoom|M82411|V|argentaffinoom|2
argyria|M55890||argyrosis|2
argyrosis|M55890|V|argyrosis|2
arhinencefalie|TX2900M21000|V|arhinencefalie|2
arias stella effect|T84000M79430||arias stella fenomeen|2
arias stella fenomeen|T84000M79430|V|arias stella fenomeen|2
aritmie|F73102|V|aritmie|2
aritmogene rechterventrikeldysplasie|D71115|V|aritmogene rechterventrikeldysplasie|2
arm|TY8000|V|arm|0
arnold chiari|M20150|V|arnold chiari|2
arseen|E51100|V|arseen|2
arseenpigment|M57800E51100|V|arseenpigment|6
arsine|E51170|V|arsine|2
artefact|M09030|V|artefact|2
arteria|T41000||arterie|0
arteria anonyma|T46010||truncus brachiocephalicus|0
arteria axillaris|T47100|V|arteria axillaris|0
arteria basilaris|T45800|V|arteria basilaris|0
arteria brachialis|T47160|V|arteria brachialis|0
arteria bronchialis|T46310|V|arteria bronchialis|0
arteria carotis|T45010|V|arteria carotis|0
arteria carotis communis|T45100|V|arteria carotis communis|0
arteria carotis externa|T45200|V|arteria carotis externa|0
arteria carotis interna|T45300|V|arteria carotis interna|0
arteria centralis retinae|T45430|V|arteria centralis retinae|0
arteria cerebelli posterior inferior|T45750|V|arteria cerebelli posterior inferior|0
arteria cerebralis|T45510||arteria cerebri|0
arteria cerebri|T45510|V|arteria cerebri|0
arteria cerebri anterior|T45540|V|arteria cerebri anterior|0
arteria cerebri media|T45600|V|arteria cerebri media|0
arteria cerebri posterior|T45900|V|arteria cerebri posterior|0
arteria coeliaca|T46400||truncus coeliacus|0
arteria colica|T46570|V|arteria colica|0
arteria communicans anterior|T45530|V|arteria communicans anterior|0
arteria communicans posterior|T45320|V|arteria communicans posterior|0
arteria coronaria|T43000||coronairarterie|0
arteria coronaria links ramus descendens|T43110|V|arteria coronaria links ramus descendens|0
arteria coronaria ramus circumflexus|T43120|V|arteria coronaria ramus circumflexus|0
arteria digitalis|T47260|V|arteria digitalis|0
arteria dorsalis pedis|T47740|V|arteria dorsalis pedis|0
arteria facialis|T45240|V|arteria facialis|0
arteria femoralis|T47400|V|arteria femoralis|0
arteria gastrica|T46430|V|arteria gastrica|0
arteria gastroduodenalis|T46440|V|arteria gastroduodenalis|0
arteria gastroepiploica|T46480|V|arteria gastroepiploica|0
arteria hepatica|T46420|V|arteria hepatica|0
arteria hypogastrica|T46740||arteria iliaca interna|0
arteria ileocolica|T46560|V|arteria ileocolica|0
arteria iliaca|T46710|V|arteria iliaca|0
arteria iliaca communis|T46710||arteria iliaca|0
arteria iliaca externa|T46910|V|arteria iliaca externa|0
arteria iliaca interna|T46740|V|arteria iliaca interna|0
arteria lienalis|T46460|V|arteria lienalis|0
arteria lingualis|T45230|V|arteria lingualis|0
arteria lusoria|T46100TYY980M20720|V|arteria lusoria|2
arteria mammaria interna|T46200|V|arteria mammaria interna|0
arteria mesenterialis|T46500||arteria mesenterica|0
arteria mesenterica|T46500|V|arteria mesenterica|0
arteria mesenterica inferior|T46520|V|arteria mesenterica inferior|0
arteria mesenterica superior|T46510|V|arteria mesenterica superior|0
arteria occipitalis|T45250|V|arteria occipitalis|0
arteria ovarica|T46980|V|arteria ovarica|0
arteria pancreaticoduodenale|T46470|V|arteria pancreaticoduodenale|0
arteria perforans|T47470|V|arteria perforans|0
arteria peronea|T47630|V|arteria peronea|0
arteria poplitea|T47500|V|arteria poplitea|0
arteria pulmonalis|T44000|V|arteria pulmonalis|0
arteria radialis|T47300|V|arteria radialis|0
arteria renalis|T46600|V|arteria renalis|0
arteria spermatica|T46970|V|arteria spermatica|0
arteria spinalis anterior syndroom|D89540|V|arteria spinalis anterior syndroom|2
arteria subclavia|T46100|V|arteria subclavia|0
arteria temporalis|T45270|V|arteria temporalis|0
arteria temporalis superficialis|T45270||arteria temporalis|0
arteria thyreoidea inferior|T46140|V|arteria thyreoidea inferior|0
arteria tibialis anterior|T47700|V|arteria tibialis anterior|0
arteria tibialis posterior|T47600|V|arteria tibialis posterior|0
arteria ulnaris|T47200|V|arteria ulnaris|0
arteria umbilicalis|T88810|V|arteria umbilicalis|0
arteria uterina|T46820|V|arteria uterina|0
arteria vertebralis|T45700|V|arteria vertebralis|0
arterie|T41000|V|arterie|0
arterie been|T47400||arteria femoralis|0
arterie hoofd|T45000|V|arterie hoofd|0
arterieel|T41000||arterie|0
arteriele hypertensie|F70710|V|arteriele hypertensie|2
arteriele thrombus|M35100||thrombus|2
arteriele trombose|M35100||thrombus|2
arteriitis|T41000M40000|V|arteriitis|6
arteriitis temporalis|T41000M40000M69220||reuscelarteritis|2
arteriole|T40010|V|arteriole|0
arteriolosclerosis|M52200|V|arteriolosclerosis|2
arterionephrosclerosis|T71000M52000||nephrosclerosis|6
arteriopathie|M24810|V|arteriopathie|2
arteriosclerose|M52000|V|arteriosclerose|2
arteriosclerose met obstructie|M52010M34000|V|arteriosclerose met obstructie|2
arteriosclerose van monckeberg|M52430||mediasclerose|2
arteriosclerotisch aneurysma|M32430||atherosclerotisch aneurysma|2
arteriosclerotische nefrosclerose|T71000M52000||nephrosclerosis|6
arterioveneus|T40080|V|arterioveneus|0
arterioveneus aneurysma|T40080M32420|V|arterioveneus aneurysma|2
arterioveneus hemangioom|M91230|V|arterioveneus hemangioom|2
arterioveneuze anastomose|T40080M32420||arterioveneus aneurysma|2
arterioveneuze malformatie|T40080M24600|V|arterioveneuze malformatie|6
arterioveneuze verbinding|T40080M32420||arterioveneus aneurysma|2
arteritis|T41000M40000||arteriitis|6
arteritis temporalis|T41000M40000M69220||reuscelarteritis|2
arteritis van takayasu|D73680||takayasu|2
arthritis psoriatica|T12000D31020|V|arthritis psoriatica|2
arthritis rheumatica|D30700||reumatoide artritis|2
arthrogryposis|M22460|V|arthrogryposis|2
arthropod|E48000|V|arthropod|2
arthropoden aandoening|E48000||arthropod|2
arthrosis deformans|T12000D30500||artrose|6
articulatio radio ulnaris proxima|T12450|V|articulatio radio ulnaris proxima|0
artificiele vagina|T81000M15880|V|artificiele vagina|6
artritis|T12000M40000|V|artritis|6
artropathie|D30500|V|artropathie|2
artropathie van charcot|T12000M50280|V|artropathie van charcot|2
artrose|T12000D30500|V|artrose|6
arytaenoid|T24180||arytenoid|0
arytenoid|T24180|V|arytenoid|0
asbest|E50910|V|asbest|2
asbestose|M55820|V|asbestose|2
ascaris|E45220|V|ascaris|2
ascaris lumbricoides|E45230|V|ascaris lumbricoides|2
ascites|TY4400M36300|V|ascites|0
ascitesvocht|TY4400M36300||ascites|0
aseptische botnecrose|T11000M54030|V|aseptische botnecrose|6
aseptische necrose|M54030|V|aseptische necrose|2
aseptische necrose os naviculare|T11790M54220|V|aseptische necrose os naviculare|6
asfyxie|F75150|V|asfyxie|2
ashy dermatosis|M48490||erythema dyschromicum perstans|2
ask-upmark nier|T71000M21370|V|ask-upmark nier|2
asp.ont|M40000||ontsteking|2
aspergilloom|M33400E40660|V|aspergilloom|6
aspergillose|D05520E40610|V|aspergillose|2
aspergillus|E40610|V|aspergillus|2
aspergillus fumigatus|E40660|V|aspergillus fumigatus|2
aspermatogenese|T78220M75010||azoospermie|6
aspermatogenesis|T78220M75010||azoospermie|6
aspermie|F30960|V|aspermie|2
aspiratie|F79000|V|aspiratie|2
aspiratie bloed|F79090|V|aspiratie bloed|2
aspiratie cytologie|P31440|V|aspiratie cytologie|1
aspiratie maaginhoud|F79020|V|aspiratie maaginhoud|2
aspiratie meconiumhoudend vruchtwater|F79050|V|aspiratie meconiumhoudend vruchtwater|2
aspiratie van voedsel|F79030|V|aspiratie van voedsel|2
aspiratie van vruchtwater|F79051|V|aspiratie van vruchtwater|2
aspiratiepneumonie|T28000M40280F79000|V|aspiratiepneumonie|2
aspirin|E77710|V|aspirin|2
asteatotische dermatitis|M48090|V|asteatotische dermatitis|2
asteroid lichaampjes|M66770|V|asteroid lichaampjes|2
asthenie|F01620|V|asthenie|2
asthenospermie|F30908|V|asthenospermie|2
asthma bronchiale|D47900||astma|2
astma|D47900|V|astma|2
astmatische bronchitis|T26000M40000D47920|V|astmatische bronchitis|2
astroblastoom|M94303|V|astroblastoom|2
astrocyt|TX0420|V|astrocyt|0
astrocyten|TX0420||astrocyt|0
astrocytoma anaplastic type|M94013||astrocytoom graad 3|2
astrocytoma piloides|M94211||pilocytair astrocytoom|2
astrocytoom|M94003|V|astrocytoom|2
astrocytoom graad 2|M94023|V|astrocytoom graad 2|2
astrocytoom graad 3|M94013|V|astrocytoom graad 3|2
astrocytoom graad 4|M94403|V|astrocytoom graad 4|2
asystole|F73400||hartstilstand|2
at.regn|M79920||atypische regeneratie|2
at.sqm|M73225||atypische squameuze metaplasie|2
ataxie|F84580|V|ataxie|2
atelectase|M34350|V|atelectase|2
atelectase bij pasgeborene|M34310|V|atelectase bij pasgeborene|2
atheromateuze degeneratie|M52110||atherosclerose|2
atheromateuze plaque|M52100|V|atheromateuze plaque|2
atheromateuze verandering|M52110||atherosclerose|2
atheromatosis|M52110||atherosclerose|2
atheroom|M52100||atheromateuze plaque|2
atheroomcyste|T01310M33430||talgkliercyste|6
atheroommassa|M52100||atheromateuze plaque|2
atherosclerose|M52110|V|atherosclerose|2
atherosclerotisch|M52110||atherosclerose|2
atherosclerotisch aneurysma|M32430|V|atherosclerotisch aneurysma|2
atlas|T10520|V|atlas|0
atopie|F42500|V|atopie|2
atopische dermatitis|M48210|V|atopische dermatitis|2
atresie|M20400|V|atresie|2
atretische follikel|T87000M79630|V|atretische follikel|2
atrioventriculair klep|T35010|V|atrioventriculair klep|0
atrioventricular canal cushion|T89650|V|atrioventricular canal cushion|0
atrium cordis|T32100||atrium hart|0
atrium fibrilleren|F73570|V|atrium fibrilleren|2
atrium hart|T32100|V|atrium hart|0
atriumseptum|T32120|V|atriumseptum|0
atriumseptumdefect|T32120M24300|V|atriumseptumdefect|2
atrofie|M58000|V|atrofie|2
atrofie blanche|M11310|V|atrofie blanche|2
atrofisch|M58000||atrofie|2
atrofisch endometrium|T84000F30440||endometrium in postmenopauze|6
atrofische gastritis|T63000M58010|V|atrofische gastritis|6
atrofische ontsteking|M58010|V|atrofische ontsteking|2
atrophoderma|M58260|V|atrophoderma|2
atypical hyperplasia|M72004||atypische hyperplasie|2
atypie|M69700|V|atypie|2
atypie gering|M69710||geringe atypie|2
atypisch|M69700||atypie|2
atypisch adenoom|M81401|V|atypisch adenoom|2
atypisch beeld|M69700||atypie|2
atypisch carcinoid|M82413|V|atypisch carcinoid|2
atypisch cylinder epitheel waarschijnlijk neoplastisch|M01030M69730||atypisch cylinder epitheel waarschijnlijk neoplastisch|6
atypisch cylinderepitheel|M01030M69700|V|atypisch cylinderepitheel|6
atypisch fibreus histiocytoom|M88301||atypisch fibroxanthoom|2
atypisch fibroxanthoom|M88301|V|atypisch fibroxanthoom|2
atypisch hyperplastisch|M72004||atypische hyperplasie|2
atypisch lipoom|M88513||lipoom-achtige liposarcoom|2
atypisch meningeoom|M95391|V|atypisch meningeoom|2
atypisch neurofibroom|M95430|V|atypisch neurofibroom|2
atypisch plexus choroideus papilloom|M93901|V|atypisch plexus choroideus papilloom|2
atypisch polypoid adenomyoom|M90131|V|atypisch polypoid adenomyoom|2
atypisch prolifererende mucineuze tumor|M84711||papillair mucineus cystadenoom borderline maligniteit|2
atypische adenomateuze hyperplasie|M82501|V|atypische adenomateuze hyperplasie|2
atypische cel|M69700||atypie|2
atypische cellen|M69700||atypie|2
atypische chronische myeloide leukemie|M99763|V|atypische chronische myeloide leukemie|2
atypische ductale hyperplasie|M72180|V|atypische ductale hyperplasie|2
atypische endometriumcellen|M01020M69730||atypische endometriumcellen|6
atypische hyperplasie|M72004|V|atypische hyperplasie|2
atypische kraakbeentumor|M92221|V|atypische kraakbeentumor|2
atypische lipomateuze tumor|M88501|V|atypische lipomateuze tumor|2
atypische lobulaire hyperplasie|M72100|V|atypische lobulaire hyperplasie|2
atypische mycobacterie|E20200|V|atypische mycobacterie|2
atypische mycobacteriele infectie|D01460E20200|V|atypische mycobacteriele infectie|2
atypische plaveiselepitheelcellen HSIL niet uit te sluiten|M01060M69730||atypische plaveiselepitheelcellen HSIL niet uit te sluiten|6
atypische plaveiselepitheelcellen van onbekende betekenis|M01060M69700||atypische plaveiselepitheelcellen van onbekende betekenis|6
atypische regeneratie|M79920|V|atypische regeneratie|2
atypische reservecelhyperplasie|M69700M01040|V|atypische reservecelhyperplasie|6
atypische reservecellen|M01040M69700|V|atypische reservecellen|6
atypische spitz naevus|M87701||atypische spitz tumor|2
atypische spitz tumor|M87701|V|atypische spitz tumor|2
atypische spoelcellige lipomateuze tumor|M88571|V|atypische spoelcellige lipomateuze tumor|2
atypische squameuze metaplasie|M73225|V|atypische squameuze metaplasie|2
atypische teratoide tumor|M95083|V|atypische teratoide tumor|2
atypische vasculaire lesie|M92190|V|atypische vasculaire lesie|2
auto ongeval|M10000E91110|V|auto ongeval|2
autofage vacuolen|M67130|V|autofage vacuolen|2
autoimmuun atrofische gastritis|T63400D47000M58010|V|autoimmuun atrofische gastritis|6
autoimmuun gastritis|T63400D47000M58010||autoimmuun atrofische gastritis|6
autoimmuun hemolytische anemie|D42500D47000|V|autoimmuun hemolytische anemie|2
autoimmuun hepatitis|T56000D47000M43000|V|autoimmuun hepatitis|6
autoimmuun proces|D47000||autoimmuun ziekte|2
autoimmuun reactie|D47000||autoimmuun ziekte|2
autoimmuun ziekte|D47000|V|autoimmuun ziekte|2
autologe transplantatie|P14270|V|autologe transplantatie|1
autolyse|M54310|V|autolyse|2
autolysis|M54310||autolyse|2
autolytisch|M54310||autolyse|2
autolytisch materiaal|M54310||autolyse|2
autolytische verandering|M54310||autolyse|2
automatisch gegenereerde diagnoseregel|E99998||agd|2
automutilatie|FY1610|V|automutilatie|2
autonome zenuwplexus|TX9610|V|autonome zenuwplexus|0
autonome zenuwstelsel|TX9600|V|autonome zenuwstelsel|0
avasculaire botnecrose|T11000M54200|V|avasculaire botnecrose|6
avitaal bot|T11000M39100||botsequester|6
axilla|TY8100||oksel|0
axillaire staart borst|T04160||axillaire staart mamma|0
axillaire staart mamma|T04160|V|axillaire staart mamma|0
axon|TX0280|V|axon|0
axon van perifere zenuw|TX0600|V|axon van perifere zenuw|0
axonale degeneratie|TX0280M50000|V|axonale degeneratie|6
axonale verandering|M66030|V|axonale verandering|2
azoospermie|T78220M75010|V|azoospermie|6
b.b.|FYY004||bijkomende bevinding|2
b.c.g.|E20020|V|b.c.g.|2
b.o.o.p.|T28000M45000D76830||cryptogene organiserende pneumonie|2
b.v.o.|P33100||bevolkingsonderzoek|1
baarmoeder|T82000||uterus|0
baby|TYY000F08000|V|baby|2
bacillaire angiomatose|T40000M03090E10000|V|bacillaire angiomatose|2
bacillaire dysenterie|D01760||shigellose|2
bact|E10000||bacterie|2
bacterie|E10000|V|bacterie|2
bacterieel|E10000||bacterie|2
bacterieel infect|E10000||bacterie|2
bacteriele infectie|E10000||bacterie|2
bacteriurie|T7X100E10000|V|bacteriurie|6
bakerse cyste|T16510M33610||kniekuilcyste|6
balanitis|T76300M40000|V|balanitis|6
balanitis circumscripta plasmocellularis|T76300M47210||balanitis plasmocellularis circumscripta|2
balanitis obliterans xerotica|T76300M58240||balanitis xerotica obliterans|6
balanitis plasmocellularis circumscripta|T76300M47210|V|balanitis plasmocellularis circumscripta|2
balanitis xerotica obliterans|T76300M58240|V|balanitis xerotica obliterans|6
balkenblaas|T74030M71000|V|balkenblaas|6
balloon cell nevus|M87220|V|balloon cell nevus|2
ballooncell melanoma|M87223||ballooncell melanoom|2
ballooncell melanoom|M87223|V|ballooncell melanoom|2
